Target Correlation,Best Standard Deviation,Best Correlation,Original vs Generated Correlation
0.7,0.7287345746914938,0.7000028541829203,0.9844786125660373
0.72,0.6893857877157543,0.7200093661878599,0.9860727023134378
0.74,0.650955019100382,0.7400040187631087,0.98755157920701
0.76,0.6132262645252905,0.7600048278192614,0.9889273273628563
0.78,0.5760195203904078,0.7800087398170781,0.9902091714032397
0.8,0.5391547830956619,0.8000059625216545,0.9914049709250621
0.82,0.5023980479609592,0.8200045784937519,0.9925227982730775
0.84,0.465497309946199,0.8400040933117024,0.9935693781329574
0.86,0.42814656293125863,0.8600039697784653,0.9945507535683493
0.88,0.3899497989959799,0.8800051547585002,0.9954724419308887
0.9,0.3503670073401468,0.9000073077479224,0.9963393771721967
0.92,0.3086061721234425,0.9200051406230167,0.9971558572000707
0.94,0.26331726634532693,0.9400093845588213,0.9979264599341481
0.96,0.2119622392447849,0.9600066128690891,0.9986545466841771
0.98,0.1478629572591452,0.980008597818089,0.9993443480116226
