PE,AT,V,AP,RH
463.26,14.96,41.76,1024.07,73.17
223.17035139233283,25.18,62.96,1020.04,59.08
285.1307500729881,5.11,39.4,1012.16,92.14
446.48,20.86,57.32,1010.24,76.64
473.9,10.82,37.5,1009.23,96.62
443.67,26.27,59.44,1012.23,58.77
467.35,15.89,43.96,1014.02,75.24
478.42,9.48,44.71,1019.12,66.43
475.98,14.64,45.0,1021.78,41.25
477.5,11.74,43.56,1015.14,70.72
453.02,17.99,43.72,1008.64,75.04
453.99,20.14,46.93,1014.66,64.22
254.65663690329532,24.34,73.5,1011.31,84.15
451.28,25.71,58.59,1012.77,61.83
186.2089667511704,26.19,69.34,1009.48,87.59
462.19,21.42,43.79,1015.76,43.08
467.54,18.21,45.0,1022.86,48.84
477.2,11.04,41.74,1022.6,77.51
459.85,14.45,52.75,1023.97,63.59
464.3,13.97,38.47,1015.15,55.28
468.27,17.76,42.42,1009.09,66.26
268.1368269489461,5.41,40.07,1019.16,64.77
483.8,7.76,42.28,1008.52,83.31
443.61,27.23,63.9,1014.3,47.19
436.06,27.36,48.6,1003.18,54.93
443.25,27.47,70.72,1009.97,74.62
333.25043182540225,14.6,39.31,1011.11,72.52
475.52,7.91,39.96,1023.57,88.44
484.41,5.81,35.79,1012.14,92.28
273.7684611696047,30.53,65.18,1012.69,41.85
445.11,23.87,63.94,1019.02,44.28
438.86,26.09,58.41,1013.64,64.58
440.98,29.27,66.85,1011.11,63.25
221.2141912546464,27.38,74.16,1010.08,78.61
444.26,24.81,63.94,1018.76,44.51
465.86,12.75,44.03,1007.29,89.46
444.37,24.66,63.73,1011.4,74.52
366.1296861658931,16.38,47.45,1010.08,88.86
469.02,13.91,39.35,1014.69,75.51
448.86,23.18,51.3,1012.04,78.64
315.04540444465096,22.47,47.45,1007.62,76.65
137.32521649041416,13.39,44.85,1017.24,80.44
482.8,9.28,41.54,1018.33,79.89
476.7,11.82,42.86,1014.12,88.28
245.22908632352983,10.27,40.64,1020.63,84.6
444.22,22.92,63.94,1019.28,42.69
177.13055610040877,16.0,37.87,1020.24,78.41
448.06,21.22,43.43,1010.96,61.07
474.6,13.46,44.71,1014.51,50.0
473.05,9.39,40.11,1029.14,77.29
432.06,31.07,73.5,1010.58,43.66
467.41,12.82,38.62,1018.71,83.8
158.40160129536827,32.57,78.92,1011.6,66.47
473.62,8.11,42.18,1014.82,93.09
263.86642708809853,13.92,39.39,1012.94,80.52
269.0128626504075,23.04,59.43,1010.23,68.99
442.77,27.31,64.44,1014.65,57.27
491.49,5.91,39.33,1010.18,95.53
447.46,25.26,61.08,1013.68,71.72
446.11,27.97,58.84,1002.25,57.88
442.44,26.08,52.3,1007.03,63.34
162.54048597238898,29.01,65.71,1013.61,48.07
471.49,12.18,40.1,1016.67,91.87
463.5,13.76,45.87,1008.89,87.27
440.01,25.5,58.79,1016.02,64.4
441.03,28.26,65.34,1014.56,43.4
279.6735256314274,21.39,62.96,1019.49,72.24
474.91,7.26,40.69,1020.43,90.22
478.77,10.54,34.03,1018.71,74.0
434.2,27.71,74.34,998.14,71.85
437.91,23.11,68.3,1017.83,86.62
242.49854290100882,7.51,41.01,1024.61,97.41
303.16051013114117,26.46,74.67,1016.65,84.44
270.70102267792146,29.34,74.34,998.58,81.55
481.09,10.32,42.28,1008.82,75.66
221.05719590720526,22.74,61.02,1009.56,79.41
214.232177472737,13.48,39.85,1012.71,58.91
435.12,25.52,69.75,1010.36,90.06
446.15,21.58,67.25,1017.39,79.0
436.64,27.66,76.86,1001.31,69.47
436.69,26.96,69.45,1013.89,51.47
468.75,12.29,42.18,1016.53,83.13
222.0991054201781,15.86,43.02,1012.18,40.33
257.34161177741737,13.87,45.08,1024.42,81.69
441.34,24.09,73.68,1014.93,94.55
441.83,20.45,69.45,1012.53,91.81
464.7,15.07,39.3,1019.0,63.62
153.8687931946251,32.72,69.75,1009.6,49.35
459.12,18.23,58.96,1015.55,69.61
429.69,35.56,68.94,1006.56,38.75
283.5803928714067,18.36,51.43,1010.57,90.17
433.63,26.35,64.05,1009.81,81.24
442.84,25.92,60.95,1014.62,48.46
172.02139263893355,8.01,41.66,1014.49,76.72
459.12,19.63,52.72,1025.09,51.16
282.5393684622708,20.02,67.32,1012.05,76.34
480.8,10.08,40.72,1022.7,67.3
432.55,27.23,66.48,1005.23,52.38
443.86,23.37,63.77,1013.42,76.44
449.77,18.74,59.21,1018.3,91.55
470.71,14.81,43.69,1017.19,71.9
222.04784718520048,23.1,51.3,1011.93,80.05
309.40136286984733,10.72,41.38,1021.6,63.77
428.54,29.46,71.94,1006.96,62.26
478.27,8.1,40.64,1020.66,89.04
222.6862606350858,27.29,62.66,1007.63,58.02
457.32,17.1,49.69,1005.53,81.82
322.19520502796604,11.49,44.2,1018.79,91.14
439.66,23.69,65.59,1010.85,88.92
471.99,13.51,40.89,1011.03,84.83
479.81,9.64,39.35,1015.1,91.76
434.78,25.65,78.92,1010.83,86.56
446.58,21.59,61.87,1011.18,57.21
437.76,27.98,58.33,1013.92,54.25
459.36,18.8,39.72,1001.24,63.8
462.28,18.28,44.71,1016.99,33.71
263.33414000629216,13.55,43.48,1016.08,67.25
194.66439140470172,22.99,46.21,1010.71,60.11
361.8663727983269,23.94,59.39,1014.32,74.55
470.49,13.74,34.03,1018.69,67.34
199.94989612563006,21.3,41.1,1001.86,42.75
214.40532561949647,27.54,66.93,1017.06,55.2
315.10431821041084,24.81,63.73,1009.34,83.61
213.68824605667876,4.97,42.85,1014.02,88.78
252.95230457005636,15.22,50.88,1014.19,100.12
444.97,23.88,54.2,1012.81,64.52
433.94,33.01,68.67,1005.2,51.41
197.17333709582064,25.98,73.18,1012.28,85.78
434.48,28.18,73.88,1005.89,75.41
171.25291430607828,21.67,60.84,1017.93,81.63
457.67,17.67,45.09,1014.26,51.92
454.66,21.37,57.76,1018.8,70.12
432.21,28.69,67.25,1017.71,53.83
457.66,16.61,43.77,1012.25,77.23
166.5874442268009,27.91,63.76,1010.27,65.67
448.22,20.97,47.43,1007.64,71.18
475.51,10.8,41.66,1013.79,81.96
446.53,20.61,62.91,1013.24,79.54
441.3,25.45,57.32,1011.7,47.09
289.8501502504518,30.16,69.34,1007.67,57.69
472.52,4.99,39.04,1020.45,78.89
474.77,10.51,44.78,1012.59,85.29
435.1,33.79,69.05,1001.62,40.13
450.74,21.34,59.8,1016.92,77.06
442.7,23.4,65.06,1014.32,67.38
291.2755003786125,32.21,68.14,1003.34,62.44
463.71,14.26,42.32,1016.0,77.43
447.06,27.71,66.93,1016.85,58.77
235.6639719419417,21.95,57.76,1018.02,67.72
445.78,25.76,63.94,1018.49,42.14
438.65,23.68,68.3,1017.93,84.16
480.15,8.28,40.77,1011.55,89.79
302.12297623184895,23.44,62.52,1016.46,67.21
443.04,25.32,48.41,1008.47,72.14
488.81,3.94,39.9,1008.06,97.49
272.57063818030014,17.3,57.76,1016.26,87.74
455.86,18.2,49.39,1018.83,96.3
213.62507287458948,21.43,46.97,1013.94,61.25
479.11,11.16,40.05,1014.95,88.38
432.84,30.38,74.16,1007.44,74.77
68.49932244651278,23.36,62.52,1016.18,68.18
447.06,21.69,47.45,1007.56,77.2
196.48564457121552,23.62,49.21,1014.1,49.54
445.21,21.87,61.45,1011.13,92.22
150.73598671578276,29.25,66.51,1015.53,33.65
450.93,20.03,66.86,1013.05,64.59
451.44,18.14,49.78,1002.95,100.09
441.29,24.23,56.89,1012.32,68.04
458.85,18.11,44.85,1014.48,48.94
359.8290662188577,6.57,43.65,1018.24,74.47
467.19,12.56,43.41,1016.93,81.02
461.54,13.4,41.58,1020.5,71.17
439.08,27.1,52.84,1006.28,53.85
467.22,14.28,42.74,1028.79,70.67
468.8,16.29,44.34,1019.49,59.36
426.93,31.24,71.98,1004.66,57.17
474.65,10.57,37.73,1024.36,70.29
252.9003587999832,13.8,44.21,1022.93,83.37
433.97,25.3,71.58,1010.18,87.36
223.20730316602655,18.06,50.16,1009.52,100.09
444.51,25.42,59.04,1011.98,68.78
469.03,15.07,40.69,1015.29,70.98
466.56,11.75,71.14,1019.36,75.68
185.929516027827,20.23,52.05,1012.15,47.49
440.13,27.31,59.54,1006.24,71.99
287.1464552456756,28.57,69.84,1003.57,66.55
452.55,17.9,43.72,1008.64,74.73
443.29,23.83,71.37,1002.04,64.78
250.77625043343355,27.92,74.99,1005.47,75.13
300.3011466180024,17.34,44.78,1007.81,56.38
456.7,17.94,63.07,1012.42,94.35
486.03,6.4,39.9,1007.75,86.55
380.42576577203886,11.78,39.96,1011.37,82.95
42.61874471967623,20.28,57.25,1010.12,88.42
443.41,21.04,54.2,1012.26,85.61
212.77839822057234,25.11,67.32,1014.49,58.39
166.2617134117312,30.28,70.98,1007.51,74.28
264.6771624572108,8.14,36.24,1013.15,87.85
367.5637764241424,16.86,39.63,1004.47,83.5
494.39,6.25,40.07,1020.19,65.24
454.72,22.35,54.42,1012.46,75.01
448.71,17.98,56.85,1012.28,84.52
227.3994181408734,21.19,42.48,1013.43,80.52
450.71,20.94,44.89,1009.64,75.14
444.01,24.23,58.79,1009.8,75.75
453.2,19.18,58.2,1017.46,76.72
450.87,20.88,57.85,1012.39,85.47
441.73,23.67,63.86,1019.67,57.95
220.68488658705436,14.12,39.52,1018.41,78.32
447.28,25.23,64.63,1020.59,52.2
491.16,6.54,39.33,1011.54,93.69
450.98,20.08,62.52,1017.99,75.74
160.72504294420833,24.67,63.56,1013.75,67.56
436.48,27.82,79.74,1008.37,69.46
460.84,15.55,42.03,1017.41,74.58
442.56,24.26,69.51,1013.43,53.23
222.51691365966659,13.45,41.49,1020.19,88.72
479.13,11.06,40.64,1021.47,96.16
441.15,24.91,52.3,1008.72,68.26
445.52,22.39,59.04,1011.78,86.39
475.4,11.95,40.69,1015.62,85.34
222.33591284784757,14.85,40.69,1014.91,72.64
463.57,10.11,41.62,1017.17,97.82
445.32,23.67,68.67,1006.71,77.22
461.03,16.14,44.21,1020.36,80.59
466.74,15.11,43.13,1014.99,46.91
444.04,24.14,59.87,1018.47,57.76
434.01,30.08,67.25,1017.6,53.09
465.23,14.77,44.9,1020.5,84.31
440.6,27.6,69.34,1009.63,71.58
182.0204428220323,13.89,44.84,1023.66,92.97
264.53295796940046,26.85,75.6,1017.43,74.55
184.64823482792997,12.41,40.96,1023.36,78.96
474.81,13.08,41.74,1020.75,64.44
260.37050939557554,18.93,44.06,1017.58,68.23
452.94,20.5,49.69,1009.6,70.81
345.54216157675353,30.72,69.13,1009.94,61.66
201.40248826421507,7.55,39.22,1014.53,77.76
466.66,13.49,44.47,1030.46,69.49
243.4489420448351,15.62,40.12,1013.03,96.26
447.82,24.8,64.63,1020.69,55.74
462.73,10.03,41.62,1014.55,95.61
447.98,22.43,63.21,1012.06,84.75
462.72,14.95,39.31,1009.15,75.3
162.51230732500707,24.78,58.46,1016.82,67.5
