file,Max_Correlation,Min_Correlation,Avg_Correlation
dirty-mean-10.csv,0.9438492667885134,0.9062551381190801,0.926392023443619
dirty-mean-30.csv,0.7961503206268093,0.7496173213685203,0.7751749916762992
dirty-mean-50.csv,0.5340196431614288,0.5035479956674725,0.5167245394879357
dirty-mean-70.csv,0.26166298428206114,0.23179734316953862,0.2469040900702833
dirty-mean-90.csv,0.09802442966630336,0.0790458236908032,0.0871509411862
dirty-median-10.csv,0.9419927275299684,0.9034205235872947,0.9241682164592668
dirty-median-30.csv,0.7899829089161541,0.7430353779565206,0.7687167594927828
dirty-median-50.csv,0.5033373707888982,0.4728157040382429,0.4861537969198108
dirty-median-70.csv,0.22459163997385365,0.1964514199632283,0.2108604588457356
dirty-median-90.csv,0.08767074122134977,0.06581203654930426,0.075103002349181
dirty-knn-10.csv,0.9865111436124543,0.9551456358206959,0.9717989300033727
dirty-knn-30.csv,0.9862293516020456,0.9596075894336684,0.9738623495333684
dirty-knn-50.csv,0.9808119028962409,0.9647068471801796,0.9748980459969128
dirty-knn-70.csv,0.9816708720393613,0.9690126425694837,0.9761147987869604
dirty-knn-90.csv,0.8040546674522219,0.7880566484905194,0.7977133324353168
dirty-hdi-10.csv,0.9862125558384434,0.955274542959698,0.9713501376170508
dirty-hdi-30.csv,0.9858250852758883,0.9576494583334566,0.9723252765366377
dirty-hdi-50.csv,0.9794627833716083,0.9598051932434156,0.9719410401936105
dirty-hdi-70.csv,0.9810445913201058,0.9677219448681466,0.9751754718188278
dirty-hdi-90.csv,0.86333016379783,0.8451455157591715,0.8555571065617104
dirty-mice-10.csv,0.9861769388643264,0.9527025589306726,0.969823139514271
dirty-mice-30.csv,0.9858602545259479,0.9513715504176931,0.9686237486956593
dirty-mice-50.csv,0.9648287021643925,0.9286634803101769,0.9484937383727157
dirty-mice-70.csv,0.9191472542978455,0.8753982461012271,0.9008416087793998
dirty-mice-90.csv,0.925599343016229,0.8760944871430935,0.8970169414333332
dirty-iim-10.csv,0.9862003004181836,0.9541409550786112,0.9714752017881165
dirty-iim-30.csv,0.9867247577661882,0.9552560871263859,0.9718897352839446
dirty-iim-50.csv,0.984934855158736,0.9583898934301833,0.9740927611895889
dirty-iim-70.csv,0.9805076227379304,0.9609919805766756,0.974151826788163
dirty-iim-90.csv,0.9946362122566051,0.9715218959227689,0.9806783554308832
dirty-si-10.csv,0.9871011653715085,0.9535397430687954,0.9709137199293219
dirty-si-30.csv,0.9889377141431626,0.9555671847477357,0.9718968025015201
dirty-si-50.csv,0.9917823704489849,0.9571626997702996,0.9724064327753232
dirty-si-70.csv,0.9974606352917952,0.959808222275192,0.9754642533423398
dirty-si-90.csv,0.9999969710616474,0.964901622538254,0.9781107521104474
dirty-mfi-10.csv,0.9090193058746698,0.8701050905570985,0.8911460030113866
dirty-mfi-30.csv,0.6979029154848451,0.655282594345952,0.6783925347772095
dirty-mfi-50.csv,0.4029858417067756,0.37653263483363086,0.38830155592335236
dirty-mfi-70.csv,0.17383583941309397,0.1493166187618017,0.16199342160361385
dirty-mfi-90.csv,0.07124565775264452,0.0494111027816543,0.05871225862643967
dirty-rf-10.csv,0.986858784078133,0.9545082023510607,0.9714191167672462
dirty-rf-30.csv,0.9882142496762762,0.95775267803322,0.9730825819671436
dirty-rf-50.csv,0.9846631119284971,0.9643217223079583,0.9764894107926703
dirty-rf-70.csv,0.9873821708734546,0.974110790454502,0.9818524778682916
dirty-rf-90.csv,0.9338225971541411,0.9223703596849453,0.9283228576641419
dirty-xgbi-10.csv,0.9865128625328503,0.9541652315490865,0.9709988350991277
dirty-xgbi-30.csv,0.9875230550964176,0.9564407264353155,0.9721867566397352
dirty-xgbi-50.csv,0.9765526882504031,0.9542339401174097,0.9676434754649079
dirty-xgbi-70.csv,0.9838000213083302,0.9555457219334282,0.9699481535050263
dirty-xgbi-90.csv,0.9043927365847768,0.865049699614,0.878947290537565
dirty-gain-10.csv,0.9063125432195004,0.8654691174634607,0.887003171628367
dirty-gain-30.csv,0.6844853366353256,0.6490021279866844,0.6687728813121095
dirty-gain-50.csv,0.3698932287853646,0.34044736301973794,0.35262861018399766
dirty-gain-70.csv,0.056089459056410704,0.034435720858536446,0.04422806013344128
dirty-gain-90.csv,0.05219179088286398,0.02558240767788476,0.04123297336724735
dirty-midae-10.csv,0.9770956732201294,0.944027001652917,0.961663779807859
dirty-midae-30.csv,0.9380607960293039,0.9039408905621393,0.9223521149391487
dirty-midae-50.csv,0.8200034795426567,0.7955070160405091,0.8079714605084093
dirty-midae-70.csv,0.5520491777552075,0.5228177269131696,0.5372983188494767
dirty-midae-90.csv,0.2100958831549485,0.19148807312375352,0.19941051566024223
