filled_file,Consistent Count,Missing Total,Consistent Rate
dirty-flight-mode-10.csv,214,237,0.9029535864978903
dirty-flight-mode-30.csv,628,871,0.7210103329506314
dirty-flight-mode-50.csv,809,1625,0.4978461538461538
dirty-flight-mode-70.csv,660,2153,0.3065490013934046
dirty-flight-mode-90.csv,256,2354,0.10875106202209006
dirty-flight-knn-10.csv,214,237,0.9029535864978903
dirty-flight-knn-30.csv,723,871,0.8300803673938002
dirty-flight-knn-50.csv,1020,1625,0.6276923076923077
dirty-flight-knn-70.csv,632,2153,0.29354389224338134
dirty-flight-knn-90.csv,92,2354,0.03908241291418862
dirty-flight-hdi-10.csv,231,237,0.9746835443037974
dirty-flight-hdi-30.csv,833,871,0.9563719862227325
dirty-flight-hdi-50.csv,1385,1625,0.8523076923076923
dirty-flight-hdi-70.csv,1152,2153,0.5350673478866698
dirty-flight-hdi-90.csv,340,2354,0.14443500424808836
dirty-flight-mice-10.csv,9,237,0.0379746835443038
dirty-flight-mice-30.csv,12,871,0.013777267508610792
dirty-flight-mice-50.csv,17,1625,0.010461538461538461
dirty-flight-mice-70.csv,28,2153,0.013005109150023224
dirty-flight-mice-90.csv,25,2354,0.010620220900594732
dirty-flight-iim-10.csv,210,237,0.8860759493670886
dirty-flight-iim-30.csv,726,871,0.8335246842709529
dirty-flight-iim-50.csv,1075,1625,0.6615384615384615
dirty-flight-iim-70.csv,626,2153,0.2907570831398049
dirty-flight-iim-90.csv,80,2354,0.033984706881903144
dirty-flight-si-10.csv,2,237,0.008438818565400843
dirty-flight-si-30.csv,11,871,0.012629161882893225
dirty-flight-si-50.csv,21,1625,0.012923076923076923
dirty-flight-si-70.csv,20,2153,0.009289363678588018
dirty-flight-si-90.csv,20,2354,0.008496176720475786
dirty-flight-randomforest-10.csv,230,237,0.9704641350210971
dirty-flight-randomforest-30.csv,849,871,0.9747416762342136
dirty-flight-randomforest-50.csv,1210,1625,0.7446153846153846
dirty-flight-randomforest-70.csv,152,2153,0.07059916395726892
dirty-flight-randomforest-90.csv,35,2354,0.014868309260832626
dirty-flight-xgboost-10.csv,1,237,0.004219409282700422
dirty-flight-xgboost-30.csv,9,871,0.010332950631458095
dirty-flight-xgboost-50.csv,20,1625,0.012307692307692308
dirty-flight-xgboost-70.csv,20,2153,0.009289363678588018
dirty-flight-xgboost-90.csv,25,2354,0.010620220900594732
dirty-flight-gan-10.csv,2,237,0.008438818565400843
dirty-flight-gan-30.csv,4,871,0.004592422502870264
dirty-flight-gan-50.csv,18,1625,0.011076923076923076
dirty-flight-gan-70.csv,18,2153,0.008360427310729215
dirty-flight-gan-90.csv,25,2354,0.010620220900594732
dirty-flight-midae-10.csv,4,237,0.016877637130801686
dirty-flight-midae-30.csv,11,871,0.012629161882893225
dirty-flight-midae-50.csv,17,1625,0.010461538461538461
dirty-flight-midae-70.csv,27,2153,0.012540640966093822
dirty-flight-midae-90.csv,26,2354,0.011045029736618521
